Item,Covariate,Model,Z_Score,SE,Est
Q9_Climbing_Stairs,FVC_Base,3. Discrete AR(1),4.576045820553678,0.00023110595015634754,0.0010575514173180407
Q9_Climbing_Stairs,BMI_Base,3. Discrete AR(1),-1.0538874198526036,0.00043143722827412254,-0.0004546862673341738
Q9_Climbing_Stairs,Sex_Female,5. LPMM Approximation,-9.076922819288024,0.06905611650252734,-0.6268170396932027
Q9_Climbing_Stairs,Treatment_Active,5. LPMM Approximation,-2.404826688966122,0.06955252807033907,-0.16726177578861676
Q9_Climbing_Stairs,Age_Base,5. LPMM Approximation,-0.6563570405466543,0.03172072951449427,-0.02082012414811437
Q9_Climbing_Stairs,Bulbar_Onset,5. LPMM Approximation,-4.011339997304761,0.00018222237736932565,-0.0007309559107455379
Q9_Climbing_Stairs,FVC_Base,5. LPMM Approximation,10.266159181034483,7.412734134232993e-05,0.0007610030858872374
Q9_Climbing_Stairs,BMI_Base,5. LPMM Approximation,-1.9062732718651383,9.431457420798157e-05,-0.0001797893519600164
R_1_Dyspnea,Sex_Female,1. Naive LMM,1.1345394642594049,0.06491616650314067,0.07364995276624754
R_1_Dyspnea,Treatment_Active,1. Naive LMM,-0.3052878779349711,0.06724623249222991,-0.020529459616674572
R_1_Dyspnea,Age_Base,1. Naive LMM,-2.057575122486397,0.030957944943489718,-0.06369829735902799
R_1_Dyspnea,Bulbar_Onset,1. Naive LMM,0.7908437998432372,0.000306434593937409,0.00024234189867287993
R_1_Dyspnea,FVC_Base,1. Naive LMM,6.633784971584682,0.00012613548529638542,0.0008367556867427023
R_1_Dyspnea,BMI_Base,1. Naive LMM,0.4497057532735467,0.0001602485086885486,7.206467631074625e-05
R_1_Dyspnea,Sex_Female,2. Ordinal / IRT,1.5669877232971585,0.072524274633922,0.1136446479923873
R_1_Dyspnea,Treatment_Active,2. Ordinal / IRT,-1.0019000806825957,0.07683869933122164,-0.07698469905949668
R_1_Dyspnea,Age_Base,2. Ordinal / IRT,-3.156584246723373,0.03434043510346528,-0.10839847647322483
R_1_Dyspnea,Bulbar_Onset,2. Ordinal / IRT,1.2166162344531637,0.00048774930729612057,0.0005934037255997452
R_1_Dyspnea,FVC_Base,2. Ordinal / IRT,11.77661816565998,0.00023046845141885336,0.002714138951590793
R_1_Dyspnea,BMI_Base,2. Ordinal / IRT,-1.931423940355188,0.00029163468608734555,-0.0005632702145470693
R_1_Dyspnea,Sex_Female,3. Discrete AR(1),2.045291437798156,0.027254499955096725,0.05574339539962956
R_1_Dyspnea,Treatment_Active,3. Discrete AR(1),-0.20465908904940996,0.02891050822165921,-0.005916798276600251
R_1_Dyspnea,Age_Base,3. Discrete AR(1),-2.54221602492437,0.012982265173271093,-0.033003722563307324
R_1_Dyspnea,Bulbar_Onset,3. Discrete AR(1),0.6782344104103577,0.0007464434939490038,0.00050626366302315
R_1_Dyspnea,FVC_Base,3. Discrete AR(1),5.349075042108664,0.0003456971543226952,0.0018491600203155163
R_1_Dyspnea,BMI_Base,3. Discrete AR(1),0.12532153238999644,0.0004859911491405654,6.0905155538270964e-05
R_1_Dyspnea,Sex_Female,5. LPMM Approximation,4.31133455038268,0.07595899997272755,0.3274846609949374
R_1_Dyspnea,Treatment_Active,5. LPMM Approximation,-0.7427414462975548,0.07823606912751906,-0.058109171136408976
R_1_Dyspnea,Age_Base,5. LPMM Approximation,-5.52851796333603,0.03584830737330118,-0.19818801126848704
R_1_Dyspnea,Bulbar_Onset,5. LPMM Approximation,-4.011339997304761,0.00018222237736932565,-0.0007309559107455379
R_1_Dyspnea,FVC_Base,5. LPMM Approximation,10.266159181034483,7.412734134232993e-05,0.0007610030858872374
R_1_Dyspnea,BMI_Base,5. LPMM Approximation,-1.9062732718651383,9.431457420798157e-05,-0.0001797893519600164
